x,y
-150.0,7.004319241597959
-149.96999699969996,6.961530584812799
-149.93999399939995,7.067568876007775
-149.9099909990999,6.96309353696861
-149.8799879987999,6.906546190801703
-149.84998499849985,6.930885178389876
-149.8199819981998,7.0150726725667765
-149.7899789978998,7.012230993384932
-149.75997599759975,6.988998512042158
-149.72997299729974,7.009890377234797
-149.6999699969997,7.012855285071
-149.66996699669966,7.093338500231437
-149.63996399639964,7.010249422314594
-149.6099609960996,6.997748808612106
-149.5799579957996,6.970649829656757
-149.54995499549955,6.990296014542415
-149.5199519951995,6.9692624532622
-149.4899489948995,7.051967374677406
-149.45994599459945,7.024269086062678
-149.42994299429944,6.966769912916055
-149.3999399939994,7.054174669395559
-149.36993699369938,7.040735350745397
-149.33993399339934,7.0805240932581714
-149.3099309930993,7.069558226646732
-149.2799279927993,7.0238951436954915
-149.24992499249925,6.938648592948418
-149.21992199219923,6.9641857388683475
-149.1899189918992,7.110797115102753
-149.15991599159915,7.063945872657138
-149.12991299129914,7.0268682035180365
-149.0999099909991,7.009872389864153
-149.06990699069908,6.932741647077089
-149.03990399039904,6.999047028659461
-149.009900990099,7.0405402114555375
-148.97989798979899,7.0535597813591835
-148.94989498949894,7.110765818734552
-148.91989198919893,7.077667130330816
-148.8898889888989,7.102999217716646
-148.85988598859885,7.003359049900035
-148.82988298829883,7.084573692323879
-148.7998799879988,6.99160291077772
-148.76987698769878,6.978875581112863
-148.73987398739874,7.013753407377668
-148.7098709870987,6.988591101549508
-148.67986798679868,6.988349684054042
-148.64986498649864,7.065598522798294
-148.61986198619863,6.970220633325393
-148.5898589858986,6.998402221114862
-148.55985598559857,6.9553185744442185
-148.52985298529853,6.9694864284487545
-148.4998499849985,7.055866018609823
-148.46984698469848,7.003453207958049
-148.43984398439844,7.035608518192264
-148.40984098409842,6.975278649830781
-148.37983798379838,6.979502509637549
-148.34983498349834,7.00419904045802
-148.31983198319833,6.983539695706614
-148.28982898289829,6.983869695140182
-148.25982598259827,7.0620917740705975
-148.22982298229823,6.968430997852102
-148.1998199819982,7.0483790435121785
-148.16981698169818,7.0950367835754475
-148.13981398139813,6.941654702864215
-148.10981098109812,6.959524540924432
-148.07980798079808,7.071679767202318
-148.04980498049804,6.902706894727944
-148.01980198019803,6.980181502304622
-147.98979897989798,6.96999775186585
-147.95979597959797,6.951488164296109
-147.92979297929793,7.000849279130532
-147.8997899789979,7.065504291639765
-147.86978697869787,7.089826169367817
-147.83978397839783,7.044551342138531
-147.80978097809782,6.960466326226818
-147.77977797779778,7.012904716848469
-147.74977497749774,6.930758427357445
-147.71977197719772,6.906249526307274
-147.68976897689768,6.962566450377507
-147.65976597659767,6.9960184923848825
-147.62976297629763,6.880234761339004
-147.59975997599759,7.065506642496584
-147.56975697569757,7.01961487934835
-147.53975397539753,6.947137966971106
-147.50975097509752,7.005893688935837
-147.47974797479748,7.032204804196877
-147.44974497449746,7.081880019098101
-147.41974197419742,7.05615969673941
-147.38973897389738,6.974471828122171
-147.35973597359737,6.977303402154826
-147.32973297329733,6.9599430028576945
-147.2997299729973,6.997017199537443
-147.26972697269727,7.042810831092476
-147.23972397239723,6.929308963503982
-147.20972097209722,6.905899342428892
-147.17971797179717,6.966546754377931
-147.14971497149716,7.089924997875335
-147.11971197119712,7.002986756334339
-147.08970897089708,7.034711606049241
-147.05970597059707,6.989410495811
-147.02970297029702,7.0397955849141916
-146.999699969997,7.033968537646248
-146.96969696969697,6.980695148675406
-146.93969396939693,7.038676270139136
-146.9096909690969,7.04541760829061
-146.87968796879687,7.024411906101998
-146.84968496849686,7.020612606378752
-146.81968196819682,6.969628161372761
-146.78967896789678,7.069360155011312
-146.75967596759676,6.984904189604608
-146.72967296729672,7.022119686461168
-146.6996699669967,6.979906825113109
-146.66966696669667,6.944601428691296
-146.63966396639665,6.970260362467516
-146.6096609660966,6.972411284720774
-146.57965796579657,7.037300860474388
-146.54965496549656,7.040005120494535
-146.51965196519652,7.054098640429261
-146.4896489648965,6.955724602605019
-146.45964596459646,6.95165793112506
-146.42964296429642,7.046919801009803
