x,y
-142.44768847196457,-2708547.3552845083
-94.71097143092351,-769308.7664308911
-215.22811356189317,-9554205.643420758
-170.6263406779789,-4706335.652969913
-20.184401410366974,-4650.893128009802
-256.42819212900713,-16271020.546215268
-55.65013410066466,-144742.35027129512
28.117412188004465,29490.045431051243
-168.94756763881614,-4566266.23323879
-72.65589124421876,-336390.0171666985
-96.20462370313103,-807593.6241945404
-248.38457164871443,-14770042.623977333
-188.2072745689623,-6348809.9013323
-75.68509951058553,-382363.7357396249
-148.93630748168601,-3104804.150496643
-33.65143050089591,-28081.414479505518
2.966885224862466,130.33643403146806
-203.54159241176802,-8060708.260931497
-70.09271230941488,-300484.60841575667
-236.39704165722753,-12708937.506298719
-230.69447687137583,-11799710.417623155
-140.42419832446765,-2592240.6681661294
-133.55562008453137,-2222371.2038672743
-192.39768017972668,-6789762.003830522
-75.28226927918834,-376022.2325688543
-251.30532658652567,-15303882.77636264
-96.18171092669344,-806979.9413364716
-230.05101072622432,-11699929.404453127
-61.46782329897384,-198540.62673180242
-137.19411738305217,-2413576.212552167
-74.41823782765222,-362652.9103982129
-40.776061990877366,-53028.063143989966
-106.59127227855998,-1109327.80525644
-319.6778904040734,-31750998.30689735
-291.9782857600188,-24125726.165828004
-246.27685358965596,-14392605.412924722
-249.11535424815912,-14902425.645302612
-149.33376302236096,-3130267.15425192
-73.14830718931574,-343598.63871447626
-100.71132187505447,-930705.4391374903
-188.9609811537023,-6426675.237308167
20.14685398973475,11945.17709592732
-171.51567890725877,-4781674.569640765
-138.23332745908613,-2470131.439489134
23.617022686223805,18320.309796445195
-167.4006884279959,-4439690.223479904
-314.5587085249631,-30235741.297078803
-101.86816196090425,-964209.437579056
-31.287791644009857,-21972.324567488882
-154.96708231119393,-3506134.6923308237
-152.93710844309368,-3367415.20599539
-239.08013686188247,-13152411.227692662
-95.5816974337458,-791474.842358325
-275.30719327003914,-20185875.06429903
-97.56946235964662,-843639.5061132659
-135.01816491896545,-2297962.8254282167
-164.69295307150304,-4223799.798024953
-43.46713371336985,-65328.57838557598
-199.32282115122942,-7562436.034090743
-110.04975794850868,-1224358.1586616146
-251.64276716553223,-15366376.30414461
-177.63412315909355,-5321943.484371313
-2.8041718114157277,43.43145090254061
-82.66345937347124,-503762.56209119863
-208.92393349739706,-8727560.899317238
-55.36522960603968,-142385.86540083284
-79.38773103496332,-444001.1340261958
-185.52284310242965,-6076612.344841183
-214.94977609080433,-9516646.262096046
-129.76686902454162,-2034289.4144325387
-60.49518783035538,-188748.5631482356
-160.2485668994033,-3884809.5458150576
-109.74602471002154,-1213943.840693147
-287.0472652778693,-22911450.82709085
-102.66622537657196,-987784.5883773745
-239.79211892140572,-13271800.482801713
-178.24336395504892,-5377856.019231217
-248.78316656839596,-14842154.362878209
-220.4748846483972,-10280710.69844004
-133.27711696180677,-2208159.675897696
-104.35811098967295,-1039025.8741870698
-184.64327683414615,-5989150.113257343
-342.8995119698836,-39261636.910833865
-196.00125895746964,-7184907.814064193
-123.42045763563846,-1743534.9483753603
-338.7085655768209,-37827003.931592464
-220.23516426922583,-10246742.3059586
-142.4497254876489,-2708659.569537774
-105.27716120616768,-1067595.3972827897
-118.74482486360733,-1548024.9811551163
-51.087241433795654,-110083.91674881324
-140.13464754526294,-2575880.2433044366
-145.92802467390038,-2916607.7533433093
-36.71857089375817,-37552.205539509196
19.10204717024442,10351.267165881527
-2.38505993749024,32.237852682261156
-179.34366880954815,-5479840.184577774
-158.76390564102496,-3775725.236199664
-150.28478002027575,-3191730.2476167795
-99.60450270718522,-899378.0502673336
3.764143829052699,210.29175687270288
-5.674813093445209,82.81101738736332
-189.83509627312623,-6517754.70981023
-187.21906068199186,-6247683.677158672
-284.4760226011757,-22294752.594590157
-76.7300729705449,-399138.5977626394
-191.08465563167954,-6649466.151921947
-53.963476792307574,-131197.01503659345
-193.58981959096755,-6918845.903848375
-220.27545785989284,-10252448.308569016
-189.23811621282593,-6455466.859717484
63.955922483723924,298735.2433237441
-14.269218553747208,-1134.9657853159508
-339.79919382415665,-38196917.83520937
-278.35837410968884,-20872179.806015976
-134.45097024193439,-2268455.9878773587
-225.33901591958087,-10986317.533155574
-176.31930300141022,-5202580.669544939
-220.7443677469043,-10318999.305942055
-64.18574483739692,-227670.27616772277
-268.2680067653817,-18660261.881779656
-227.35196998154242,-11287506.119132638
-251.04584338688392,-15255950.795478016
33.750525405090116,48869.775687861875
18.188986504762823,9102.884181938247
-69.23513103085743,-289074.26751567575
-281.142390587022,-21511815.60571007
-14.161872003843285,-1092.2754382367973
91.50266486828937,841950.4928203659
-67.29235346142191,-264290.6879509801
-191.4970299467883,-6693320.563787615
6.263514682798871,640.6037853735317
-47.367641182214385,-86314.22176331234
-219.68535254777908,-10169118.026338283
-219.31900042636883,-10117611.648404518
-197.719420511067,-7378597.91125739
-58.76679001981675,-172156.7487270086
-0.3431970217626201,3.6201255124561733
-25.66813915276947,-11104.253563100332
-45.86645388393727,-77781.04272726567
-209.35101665605595,-8781996.384532182
-72.16764174508711,-329353.59507082106
-24.764361450125108,-9784.92500560343
-239.42300699183278,-13209810.766399577
-144.4521677486332,-2827120.8869814654
-205.6575169715334,-8318651.940127794
-125.85595514656731,-1851589.4034954552
-162.41396314462918,-4047609.194869804
-100.42897823680147,-922643.9976373853
-214.06868310494332,-9398421.030866636
-145.93941585501562,-2917313.7631765986
-276.16031104114984,-20376228.753713906
-178.60713891750802,-5411428.269576929
-128.7172274815345,-1984130.4613446225
-19.42889390616429,-4027.020246701353
-212.76391375698665,-9225136.109775182
-251.38830608094395,-15319240.01598687
46.8152133353058,122569.49258778455
-158.21020785493297,-3735581.3421274005
-125.83630043784115,-1850709.431004196
-113.07867448382135,-1331395.891229604
-353.164354755002,-42927682.243475705
-76.07275008489827,-388533.1076018339
-31.604163390172204,-22732.436887031654
-202.18777562259794,-7898495.123734962
-96.6206920066522,-818459.6468454684
-102.50706569907192,-983062.835985013
6.8395213392047935,776.6659300127
-70.4198368024737,-304921.74596485164
-178.12553121139447,-5367018.625579421
-55.4170032522521,-142828.36842123684
-294.57098120774054,-24781053.047426444
-260.71250575461204,-17110456.216147047
-303.1030332392103,-27021174.78553082
-263.47186782487995,-17666097.40383093
-84.53455462344269,-540198.5204262607
-138.1646726118482,-2466371.3941172976
-182.98859973957732,-5826887.898684761
-205.79140032579795,-8335160.156783024
-130.37755152197644,-2063851.0108465722
-209.0249674103729,-8740427.147513732
110.99212262645705,1478777.9998928031
-236.35381272726283,-12701870.928058056
-174.90754288693182,-5076415.823914562
-146.18494622843878,-2932385.311672308
-85.17974563183944,-553154.0962973052
-218.28450524677675,-9973100.340037752
1.3772098261186727,32.34995337288496
-27.40861231715128,-13963.607430293087
-180.75602968233156,-5612644.976714058
-221.3923821698513,-10411436.01927159
-215.0967402614528,-9536478.649003085
-95.39760745823962,-786744.687148991
-145.5740579372193,-2894969.2310063965
-145.8710091025649,-2913109.3068909505
52.60089557377174,170725.52659991797
-149.76358337485468,-3157941.2058987305
-79.31171481002993,-442673.3050680338
-187.75830944277155,-6302730.143333158
-219.6950087769696,-10170468.835526189
-235.64960452712359,-12587192.877219789
-246.3256933458647,-14401284.143458333
-367.892137222234,-48575960.25187331
-25.731139684989586,-11200.130741751149
-90.81378935528988,-675173.1520844415
-254.6281201999089,-15926691.805428583
-63.623384642428746,-221414.1915324782
13.194597820284912,3934.884616912943
-202.44113316987597,-7928693.521180256
-240.58987470758998,-13406420.189028649
-99.6818477241597,-901548.6136859074
-116.6874042547446,-1466846.7196325131
-229.28283511811614,-11581527.469795724
-199.84742964310388,-7623248.495809039
-253.10352600395004,-15638865.594717529
-204.14442870921502,-8133633.074120152
-138.93172110173612,-2508638.7102460777
-149.31346460985878,-3128970.8325980995
-298.94792683224125,-25914092.34154057
-177.19669757170462,-5282030.617143582
170.39677087811376,5209658.865091342
-234.43755317947387,-12391437.8655764
-90.47079437856951,-667275.9440795254
-150.45422870357027,-3202771.2370925816
-166.00094104627556,-4327177.471178435
-146.3965733872893,-2945407.6228411957
-59.33640952726587,-177513.7104776536
-75.93625806242267,-386347.75992596324
-40.23540805968025,-50762.78833044882
-74.80141090442571,-368544.1879147727
-133.0495067395879,-2196597.9106660313
-293.7365773520602,-24568859.0253621
-91.71613761442778,-696247.2432774652
-67.34968695719523,-265002.7533899782
2.854767665265342,112.55392519134003
-50.08250972309547,-103292.15296406893
-77.46011725590655,-411154.55699225457
-80.93574211862654,-471621.94434937363
-60.79031363366846,-191689.66587200025
-226.37467489452234,-11140600.423751682
-148.2602751772325,-3061827.0181726967
-159.8491581226914,-3855260.5293276827
-247.29084012226667,-14573364.108017616
-298.89367936126246,-25899843.485795
-123.50853591124897,-1747368.8229130078
-225.36861125465265,-10990701.420296397
-28.16484536847807,-15333.742379529489
-115.42280750362812,-1418383.007368451
-234.9692154886186,-12477055.276244815
-317.6256155434463,-31137598.553650025
-250.01888220607606,-15067203.486733414
-352.92709857835933,-42840481.07300312
-2.25019392913336,26.070566023742696
-302.47481776288504,-26851829.83731749
-5.1647523121062875,73.3178042203709
-236.4628850436349,-12719690.907382647
-154.9188718028449,-3502803.0155956023
105.0234007862876,1258199.7335747466
-242.96270888020635,-13812223.437910762
-73.54346744516242,-349450.85869605275
-127.453172378985,-1924812.5767754228
-277.350698761638,-20643834.454039562
-116.14723904920577,-1446015.103985915
7.571580536225838,1003.0239691800502
-150.99924040910085,-3238442.0888683912
-276.1447010722668,-20372734.72887846
-140.85145036903222,-2616513.681188525
-241.44884964129128,-13552393.391031085
-272.1473318760959,-19491140.2600209
-178.0527549366813,-5360328.457494647
-125.14684970279075,-1819677.8890267087
-80.97196209679758,-472291.47822091304
-110.86181887379794,-1252461.6716461016
-77.04369469372956,-404269.92250589654
-224.5677145442462,-10872344.235767862
-152.12536175599007,-3312980.491940073
-385.2723441774592,-55853828.313743375
-100.5737051902723,-926768.6624037949
-196.31745892984844,-7220286.334861763
-59.09920297373243,-175277.67497174256
-170.1792014073731,-4668744.342916221
-142.80962589858947,-2729701.867476309
-138.30973642228616,-2474322.173582754
28.14186911836839,29564.236943495198
9.847374092403328,1877.2323868208352
